right_elbow_right_shoulder_right_hip,left_elbow_left_shoulder_left_hip,right_knee_mid_hip_left_knee,right_hip_right_knee_right_ankle,left_hip_left_knee_left_ankle,right_wrist_right_elbow_right_shoulder,left_wrist_left_elbow_left_shoulder
14.021936,8.209483,23.214682,129.22336,116.20367,138.05977,141.5734
67.07733,75.85711,6.3350124,33.74173,33.625263,149.02754,155.0184
74.106384,75.37815,6.424525,29.7618,29.70714,150.3709,150.90872
60.998238,68.25978,7.821822,51.646946,49.7939,139.17223,146.2462
28.63187,20.923723,13.974963,133.0697,134.82716,122.64021,105.69105
27.859589,11.3365555,11.877153,95.64253,96.21536,120.18893,108.007454
10.567528,14.932956,13.324707,146.00359,150.6523,114.79177,114.03149
10.874949,11.197131,13.995552,122.1597,124.19364,110.021736,99.134
10.369747,7.097723,21.346342,115.9387,99.74121,135.73085,123.661606
10.679246,6.265778,15.623335,119.16371,110.973946,136.38324,124.4137
11.748518,8.358135,21.4159,112.387856,100.01013,133.03278,122.10247
8.7869215,7.7890725,15.278999,122.23669,115.96222,125.54989,122.060844
13.53383,6.9897447,24.014631,111.62448,92.01698,136.5408,120.37158
8.812914,7.46159,18.012617,119.69124,114.15615,133.62923,122.0136
9.308156,7.9284625,40.9272,124.58425,91.836174,138.53923,126.40105
10.022361,7.142778,15.405642,123.48853,119.15522,131.93353,121.12701
11.339349,11.458008,11.715621,136.06544,132.26813,127.04888,121.64637
20.700283,25.43998,13.544634,118.019,114.86001,121.2667,122.09457
17.912016,21.43154,15.8534775,117.33479,116.3614,121.102516,124.03445
23.200378,23.909359,22.286299,109.994644,111.206375,125.787285,126.71265
21.558239,19.653414,43.091595,97.241196,119.82621,125.72139,127.36095
22.582798,16.326687,10.143967,122.86026,113.65458,127.16758,125.653946
13.504094,7.4290853,13.189126,126.16326,119.14525,124.22539,115.606606
14.007555,11.473495,11.603978,127.09833,118.75104,119.28456,102.47527
14.995389,5.0048814,12.015034,122.87882,122.10908,126.566,114.29837
16.590929,5.708078,11.493648,123.65395,117.643394,127.23426,117.1694
16.61022,4.8225985,11.4498625,119.03691,113.06116,126.84257,118.25536
21.925844,17.883715,11.625091,115.16384,110.56914,125.43683,120.0389
21.50199,15.521531,11.339626,124.12175,119.98228,127.45544,125.633255
17.633993,13.197815,14.556055,124.17376,115.84038,126.51033,124.28138
12.182667,9.656083,13.192052,121.727615,114.53891,121.584206,104.31029
34.6022,39.907455,17.820118,130.08667,131.54633,96.867775,85.80907
40.08418,43.784275,17.916037,131.84044,135.12788,99.23663,90.54609
36.064327,39.239445,13.976977,134.1009,134.6324,98.239136,90.747604
36.712498,37.351067,13.728474,134.73277,134.56683,95.16646,90.541374
36.73955,44.894787,15.495567,130.32066,129.26204,92.91648,85.5931
63.847935,68.985634,32.145462,101.50841,102.05061,118.81031,124.7951
66.97588,67.8168,39.829678,123.64473,121.81249,121.0967,126.44298
57.735527,69.04611,31.11119,132.21785,136.19873,118.27824,126.379776
75.33701,72.67972,33.61035,119.41029,115.27149,126.450386,126.87795
22.120842,18.047136,10.910883,124.91014,118.39501,106.76047,100.985214
52.25824,45.72801,14.647129,136.67084,129.04202,145.39255,142.87982
58.250134,50.68805,16.244411,144.2382,135.50656,141.67926,139.85757
62.629295,59.817635,14.926702,142.88443,133.25134,146.22862,151.17462
18.440098,11.507203,19.133572,137.15633,136.66438,125.37714,131.37378
26.279058,35.168297,24.274452,125.16361,135.28932,127.17648,142.0368
21.451103,18.659285,21.608881,150.36719,140.78134,125.09289,136.21391
13.85005,40.536987,56.09059,152.98647,152.54616,129.96027,152.60533
32.89987,54.644596,57.319176,144.96193,148.3463,128.02295,159.61714
13.604412,15.908691,10.944171,116.36789,112.67381,121.977264,113.98097
8.367436,11.320397,8.154729,130.0205,121.668365,124.473755,116.733406
8.519999,9.254868,10.030778,112.22826,106.719086,129.3744,125.79915
17.021814,10.729047,19.608282,104.64177,108.335365,131.74854,128.76382
25.031311,27.004787,18.676432,143.72339,136.74792,122.75967,134.00945
10.564449,15.139326,11.803803,128.12415,128.82013,115.19486,107.64392
12.30449,36.67656,11.871582,126.05894,118.52652,111.16851,102.9345
10.048809,15.661331,29.969116,126.21186,125.25769,131.46173,99.49513
23.198387,43.489674,13.7573395,126.18377,119.21754,120.99581,134.69876
12.284123,17.026983,16.00649,133.68808,130.32988,108.7732,109.52636
115.34279,109.770134,13.002819,139.63144,137.33482,116.50394,124.41378
24.090912,22.616545,30.35087,127.25535,127.948105,82.86248,68.85102
6.465163,26.436306,64.62792,67.10663,113.12828,113.34603,141.03082
34.71889,48.72629,44.63958,76.01543,100.742,135.72202,156.37564
20.515186,22.774704,12.750393,127.84465,124.97833,125.52994,118.25726
59.789013,18.093155,21.06434,160.89409,136.24454,136.04962,94.81228
27.484503,22.536345,27.068504,168.03432,175.16327,164.54327,168.23814
18.97528,6.6127033,31.44335,174.49353,171.10092,162.44713,166.42766
14.017413,10.519603,17.828548,119.868324,117.3365,121.27785,117.55649
11.7686405,8.741134,17.52062,116.92805,113.92456,124.76082,118.72138
15.924889,10.4398575,15.556287,120.78405,117.25774,125.56163,113.75093
11.577715,10.28647,18.231272,119.11445,116.13077,120.31896,119.576256
10.751247,10.174242,17.789322,128.10388,126.618034,128.28268,117.34017
46.312706,61.438457,23.75607,137.53854,126.64868,117.297844,122.27108
14.854961,28.945047,25.241074,156.90787,157.14383,108.993706,120.11795
13.622842,11.474719,15.698088,142.08177,140.38971,118.04309,112.12152
10.801062,15.084274,11.075442,135.6338,122.46945,34.132294,79.028984
43.099995,48.533928,9.023135,114.724014,105.08652,120.054886,111.9289
53.33796,41.785038,11.553134,112.54486,98.40705,108.90849,104.088585
118.50736,89.35256,68.00269,159.41751,161.1815,163.84956,164.22975
103.196495,91.308784,70.33059,164.60013,161.70323,105.78169,128.10257
100.18633,68.294334,59.51369,156.41815,157.09467,149.48131,138.46358
93.512886,70.5282,58.716988,158.1973,156.96556,155.48207,163.28645
14.747532,24.205753,25.031935,174.12885,174.48106,176.39978,151.39764
19.826801,8.518236,41.06723,175.52072,177.26826,172.01907,157.4255
34.49767,27.73724,40.46845,129.726,123.54823,126.38728,128.27252
15.80045,23.384577,38.61818,173.24991,173.66904,159.80553,167.85165
11.574684,18.780046,21.497074,133.27559,124.625656,112.35725,127.6293
30.419125,33.33348,28.052635,91.60105,98.098045,124.729164,134.01912
14.6174345,16.443758,37.563835,53.08613,43.674133,120.18311,113.53975
7.354632,6.4811287,10.153188,99.71569,92.21475,138.15579,133.74876
12.050115,38.334908,25.292553,101.85408,90.69393,165.67345,137.72807
60.28261,75.70986,72.38901,156.10814,147.11562,124.334465,93.99219
51.541454,64.52998,77.20992,148.12212,128.13335,117.6712,94.60895
54.42525,70.45054,68.59259,145.32312,131.39122,117.35384,84.19196
58.89867,67.92073,70.06648,144.47473,132.02805,120.79903,83.96688
53.479862,59.119987,76.42056,146.72972,128.0085,120.235725,80.59174
66.86959,80.3433,82.0808,158.71088,139.52632,122.997665,93.75859
49.45531,73.79179,62.828342,157.54631,156.49493,111.905426,100.092735
36.822456,41.6321,18.200031,133.72664,129.57971,110.82634,106.67122
62.89788,57.926476,13.256344,135.96867,127.08977,120.17244,120.30241
54.19224,51.73095,15.674958,141.70042,131.3464,118.18989,114.91457
43.62137,46.97719,21.03394,132.01108,131.26616,116.76284,110.84153
41.576412,42.381123,14.895195,126.58562,119.55474,112.25648,106.08537
15.577257,40.626514,64.41746,104.26873,77.234146,101.12087,39.118042
23.993898,35.605824,63.134396,109.88674,91.450264,105.18932,43.06938
30.812147,22.86881,12.340871,135.59041,124.9411,134.72462,128.75905
10.963026,7.1175394,18.652142,144.36787,138.2656,130.94228,133.50171
22.272429,19.259584,13.589438,127.22859,132.2971,122.60519,116.701965
20.718687,9.97348,39.84615,110.34983,108.06914,110.35009,152.10513
10.864877,9.498068,10.865999,134.56007,136.37817,131.60674,120.032524
10.70618,10.946765,14.283144,137.03647,135.13625,125.32494,117.8485
7.4152822,18.61666,12.203433,131.36325,130.76741,101.97818,104.24188
6.4471064,12.283906,24.776045,170.12698,172.89514,142.7767,171.25314
10.241957,8.496269,13.6277685,112.10189,112.929504,116.990555,114.25376
23.71532,13.886036,21.519405,129.18132,120.6858,140.6144,121.53743
8.760803,8.083383,20.86137,134.94891,122.80082,119.57454,117.02165
12.986843,9.023451,11.562467,108.24828,97.97799,126.98286,120.60473
9.652279,8.297419,27.911325,130.40721,121.98456,114.91735,118.36263
39.01774,6.411526,27.198133,149.52075,143.61737,127.3325,120.78408
7.8789907,6.6390986,19.204222,109.80661,114.20132,123.21358,115.18471
10.514681,8.621086,14.284649,125.835976,138.02231,126.95426,125.686966
21.374968,15.676547,23.223812,143.0867,131.6252,125.59324,128.97084
14.465595,18.683994,28.445524,100.73289,86.9879,93.206764,84.22865
42.726456,35.416565,66.43591,152.08539,147.30104,142.21451,77.20294
19.664213,14.836518,64.570244,124.183075,65.65387,140.06654,135.71614
37.75706,8.342476,41.966984,137.03847,139.01173,156.57503,110.7941
14.400063,13.599135,12.093356,112.325264,108.98685,137.194,126.03441
15.833694,9.494444,33.597828,133.17932,127.321396,126.22878,120.54137
45.640175,7.4138637,36.273487,146.18796,132.8534,125.833145,110.87724
11.210723,12.425305,17.532604,122.00126,124.80689,111.85752,107.91366
9.522567,10.780448,20.159447,128.9082,125.716515,129.05386,119.32819
10.593722,7.3835216,22.487034,125.52503,119.34945,118.10292,118.86025
11.976799,27.580664,33.959026,134.76772,126.98536,116.29701,136.15411
8.74654,11.19859,13.73331,101.17949,96.72136,115.34395,121.35689
6.0623255,32.674362,24.619385,131.2617,133.04146,115.79321,146.81761
11.555985,15.495376,13.863968,120.27675,116.75418,107.4004,106.93178
78.135635,11.686135,111.08208,97.77612,144.08617,164.61072,95.86152
12.860508,38.52394,118.350975,154.99162,163.34862,139.2119,124.03939
17.592527,36.99918,94.20203,147.9816,75.9305,118.18739,135.06647
8.500201,36.93934,71.16401,111.9145,127.09544,103.543304,90.50898
15.36846,9.723484,25.536657,123.14259,117.18213,114.936584,101.6865
12.752097,7.5769396,17.310387,138.7931,140.89091,127.20298,117.930626
16.017538,10.535229,31.804377,115.24729,100.5708,123.98058,120.264854
11.06091,11.729279,10.195662,127.74485,128.46283,117.99743,117.51888
12.951945,17.892618,16.407944,131.84799,122.9259,121.2139,129.92645
74.30439,81.54247,17.437178,131.37569,122.16986,107.323166,112.32701
15.271903,20.687452,17.58789,119.61611,114.22621,120.72621,130.27745
11.098598,10.196503,18.164068,130.96788,114.2633,123.92225,119.140755
13.584483,16.090105,20.918587,83.88595,77.95649,124.66829,121.96761
12.680682,11.697316,11.801707,134.2781,132.16187,117.46114,116.1272
7.313641,18.917488,19.239834,127.47004,141.51167,121.61635,137.49246
23.184956,24.522915,13.487338,120.218506,111.39005,127.102234,124.07831
20.216862,17.201054,18.66374,132.20752,127.817024,118.90003,124.07066
9.478948,7.673716,16.075575,130.9792,118.72561,123.981995,119.789665
14.820936,10.574142,23.55028,136.45897,138.1636,138.30629,116.40861
17.86706,14.223441,7.5918646,126.28002,122.98399,131.80244,126.31722
20.90547,49.80521,75.50508,173.7504,172.94753,127.18381,155.94148
31.627007,14.635342,58.661755,114.58407,118.62856,159.04897,102.349945
13.430571,15.380708,15.977799,128.34604,118.85413,121.2184,127.09521
8.967832,11.134832,21.165932,119.315384,111.88219,109.98038,107.770935
7.8218884,12.299956,15.342832,136.59656,132.10335,125.20679,117.57393
15.651141,28.397675,27.39717,111.4856,125.68512,117.89655,128.4059
18.974083,10.196447,12.99454,132.82744,128.16096,132.9608,124.42482
16.26883,11.246512,33.54252,165.72205,171.97511,166.61568,156.9673
12.825168,13.443232,21.970535,134.43837,123.57454,131.07187,123.62001
17.167671,21.412418,27.070475,80.061,122.69666,113.38163,141.63614
10.106796,13.3198805,22.10711,132.8774,126.363625,118.40023,123.98453
37.014523,40.10874,35.36074,158.37439,133.03899,172.85196,90.920876
15.659551,9.717945,10.473663,133.65399,127.01016,125.73461,117.70807
16.903387,38.27112,20.275757,161.24875,160.54349,139.45619,157.94107
3.2516556,5.3546157,22.62023,126.34754,119.999886,112.22747,116.675224
10.162531,11.510659,17.266003,120.04037,111.50519,127.544785,116.91524
11.778972,39.216507,70.581375,159.91415,156.77722,135.31343,156.2525
8.5058365,11.520785,15.667045,131.42368,124.12576,118.87484,126.06265
14.061077,28.01231,12.119413,159.08078,177.40297,147.61633,141.37595
11.837719,15.828,20.622122,177.24571,174.08308,167.18042,154.89276
12.26859,14.90486,19.193462,117.771385,107.37424,119.46308,110.82239
47.191917,18.510794,64.920006,155.13455,154.5396,161.17744,140.85452
15.148133,20.593958,52.6807,106.28994,128.5599,130.7001,128.05623
21.34305,16.422527,37.08847,74.1353,84.53328,70.73356,60.2703
32.713062,36.168037,40.25249,126.82475,117.407585,118.00568,109.03313
7.13065,25.457026,16.007078,120.33535,121.38166,117.21974,139.67465
11.513531,8.74268,12.798143,137.99918,136.72649,119.05201,113.24663
12.145978,12.107814,14.558341,92.34192,84.79614,112.27545,133.34587
10.8731365,7.6197767,16.661934,113.976685,109.29298,125.70724,119.54038
45.79511,52.043953,25.773113,104.34816,115.47911,109.305145,86.99384
58.436913,22.577309,56.755535,159.91893,152.87094,151.46465,119.70416
13.753198,13.929168,53.814922,125.83686,95.04946,124.739975,113.594025
25.16761,26.215902,16.97055,124.62601,115.00923,117.185135,125.43271
158.62439,161.14368,54.67935,144.45282,119.74171,132.8081,132.64969
152.82738,145.71455,51.538837,132.13022,114.6861,142.47383,147.471
133.32379,137.59921,80.237946,47.112854,104.19858,159.80936,158.63286
144.88383,148.11414,42.186092,132.23134,122.46305,144.95879,141.08418
146.07356,145.80708,43.99846,130.81734,117.751724,140.33408,141.6894
145.43576,147.92654,43.795414,130.57588,114.93197,139.31999,142.76013
169.1635,164.24596,27.878847,143.0255,139.37137,163.93364,158.71776
157.70567,148.35236,30.781897,141.0068,130.00018,158.49132,161.54413
154.31943,153.52838,39.639248,117.104225,116.97176,134.16571,143.679
151.98627,150.92029,39.531216,126.41715,123.77134,142.67131,154.89406
152.27866,149.35982,42.57401,122.18852,115.44538,137.30608,146.62875
154.84062,153.19112,37.582542,130.6086,128.65111,138.85432,149.25317
147.32195,153.84537,40.38492,129.39876,121.87429,149.08609,151.7504
157.25893,160.1497,39.559566,131.5296,127.081924,153.7193,156.23811
35.13734,37.875587,54.434177,98.58368,97.64366,103.15028,90.820206
36.80636,37.077137,52.134182,92.85527,66.68617,110.36235,93.87635
37.220913,34.274113,58.97202,108.88067,71.60433,109.90902,90.84551
27.862534,31.666819,41.11716,127.602776,126.888145,104.060486,87.55838
149.25406,151.19954,28.96565,166.29282,139.82925,100.55083,86.97032
139.49864,134.22475,14.439954,115.07073,110.65938,140.24835,146.29243
139.49864,134.22475,14.439954,115.07073,110.65938,140.24835,146.29243
144.51398,135.4189,19.348907,129.23775,127.20068,142.55331,141.73007
135.7506,133.49165,13.571796,112.22057,121.19734,144.54419,143.42502
60.630497,56.676525,28.645279,119.98444,115.32352,107.700714,112.51839
50.9356,48.19726,29.975266,132.36858,127.60257,106.79837,105.635124
154.85944,151.3102,14.788371,162.60802,142.46806,103.09986,110.89625
143.71715,134.41063,16.18563,161.77309,147.0524,128.96112,134.92197
136.07979,139.8606,79.679535,145.81606,148.7864,145.464,107.82125
139.91203,177.87804,74.34644,157.07109,159.45834,165.6672,111.07983
162.42064,168.16902,37.00878,107.897896,108.40145,107.95243,135.6903
155.34663,161.14355,41.198948,114.95094,108.49095,131.43524,144.77449
141.79291,149.37578,27.753653,108.94136,118.2594,124.02532,124.47988
160.32147,159.62103,18.140932,152.57726,147.19191,121.85987,130.34846
162.95932,160.62042,16.261726,158.13747,147.81331,154.45442,150.4782
154.63454,144.95995,42.955723,117.82978,115.167404,153.97359,157.39912
169.8319,168.50653,43.20743,123.48344,117.12381,129.11086,161.025
163.83997,163.6982,38.748352,128.19603,125.23871,168.41212,165.44954
163.28291,172.20624,47.089436,133.08707,128.26501,151.13103,161.67957
108.785385,99.49398,44.20369,78.31981,109.16914,81.2995,52.169254
124.261116,115.66613,42.84141,67.48449,85.07266,108.476295,105.4797
143.43414,146.28174,53.26773,141.4218,121.38334,155.92744,148.02887
140.4334,139.68343,45.68131,135.2162,130.82683,149.01802,148.73364
98.6505,96.23962,43.413364,125.26326,125.52709,148.98045,134.95161
154.78963,151.58171,16.692799,26.615484,34.934193,111.63497,142.54869
152.82875,146.33575,10.699714,124.111946,134.91673,123.86144,139.90468
119.83486,126.785614,41.782322,125.97999,118.63039,122.11972,143.4297
116.80264,120.497696,39.678596,121.52246,117.490944,135.58078,145.62123
146.6429,132.22585,51.427437,158.49889,170.23099,160.24431,135.61655
153.07242,140.70793,45.422977,151.59192,165.64212,158.72737,146.29272
160.76424,147.68492,83.316,120.4617,153.16048,174.56874,144.87233
161.50601,157.76443,80.000854,115.358604,148.80597,170.83441,159.5858
150.46004,163.77876,48.687897,103.36735,130.61736,144.7801,159.7296
146.9404,164.9918,58.340324,132.73251,120.48211,144.18596,161.4499
144.46042,145.011,30.063225,128.78645,122.461845,155.52434,165.63501
117.69401,130.73752,29.658926,116.49596,124.47554,156.75215,160.62057
141.3661,149.99109,30.941961,124.74192,124.98751,160.47432,170.46466
156.10524,138.80363,65.56905,152.94493,147.52179,139.28687,100.40456
153.2061,137.04872,59.315105,160.97203,157.60957,138.38144,95.87866
131.24403,121.17515,52.662624,170.26497,165.52597,90.927505,148.1197
79.29259,55.195927,29.210169,153.59058,142.9475,115.79082,116.88457
82.45055,110.91707,76.55973,143.28535,123.65269,140.63268,152.1857
124.20163,98.9906,34.06806,124.92541,129.06361,147.31924,160.29402
2.219566,79.47389,95.55275,171.56763,152.63255,135.79594,143.18643
143.44731,163.9044,39.674915,155.59697,145.00134,159.87259,150.68588
153.27086,143.31927,18.707348,158.586,132.97296,107.39668,122.321365
152.64622,150.86891,34.151665,108.456184,106.272415,114.321434,125.092545
86.55492,55.236374,47.481155,63.91814,66.24368,143.07097,105.63316
75.25089,64.05821,43.946266,78.81297,74.15306,144.66162,132.63411
136.20337,140.51779,88.5614,162.18134,163.36627,116.90681,150.69891
158.48663,130.6546,94.62499,165.51825,161.26039,132.83488,148.76045
155.00983,145.85876,91.75857,161.39769,159.21843,123.76379,152.76642
141.25282,143.16853,98.50223,168.81187,162.76912,127.49355,151.68083
128.88364,124.69029,36.145317,133.21408,129.51738,151.56766,159.2853
174.41524,166.78188,48.00808,135.72342,151.1736,160.26846,170.46234
171.10129,178.623,47.099743,141.43765,138.4956,170.11235,157.86215
128.70259,136.82579,90.61331,158.64856,136.35994,139.97542,152.5562
138.45865,142.32683,86.21488,149.12794,136.94003,149.44946,157.36475
129.80473,147.24669,67.99165,139.86884,106.23591,142.45142,143.82405
35.832287,168.7028,39.164085,129.0212,123.77403,156.74245,122.36875
152.25839,148.33754,50.024174,133.59581,135.20416,143.34251,141.22583
142.46306,143.87227,39.229412,129.78468,135.61621,150.83342,142.90578
160.37677,154.33041,33.294212,116.15146,112.977234,132.03668,141.96788
166.97942,153.06326,44.276882,105.37144,99.636024,145.32362,146.19331
136.76064,77.12731,33.265842,155.24223,147.4743,96.85826,129.31332
164.62685,167.3539,34.73215,132.18608,123.65547,150.61174,162.98979
124.559044,131.97081,36.72308,146.37239,140.18814,138.14236,147.46562
124.434006,99.585434,29.789257,151.64891,172.886,112.31404,115.21426
176.07983,177.72707,51.156826,127.506996,123.72937,144.73763,154.99794
156.34003,160.79922,48.829964,117.55946,119.326485,148.93036,152.57089
160.51663,152.17079,45.28723,120.60844,117.09087,145.08884,147.60516
159.04924,155.45683,46.481476,120.85301,106.070564,132.7832,141.3492
35.662373,41.867752,30.176584,162.41109,148.79797,121.882996,124.840744
113.728645,119.70251,21.208933,155.45448,146.41379,135.2443,150.55571
152.62042,160.38066,23.14292,132.97038,126.04701,152.41774,162.44998
168.31837,165.48622,18.792862,153.16919,145.31458,149.9299,168.89804
170.51547,166.75388,52.887745,117.83827,118.01717,122.91543,138.11389
150.48854,145.61229,43.86955,132.37961,140.0819,135.33224,150.74039
139.99507,148.32513,34.946404,113.91712,117.235,141.00578,149.7009
130.6111,147.55156,41.03345,27.531738,28.823914,165.32701,165.78232
118.90557,159.47266,13.247382,79.33968,83.84123,101.84351,140.09212
172.13506,158.77214,45.983704,92.19392,103.17714,149.94955,140.97838
159.9554,161.16232,19.824087,149.38206,141.27164,137.89479,155.79863
118.63393,98.77761,41.34392,74.19094,77.902176,131.34262,139.91087
141.30112,159.47047,28.97063,84.67764,79.4335,168.6457,162.3121
129.7101,130.08438,56.59244,98.642044,121.95197,146.24715,136.21083
154.43938,126.08086,20.950674,150.15405,150.61009,137.89798,129.01549
158.1717,160.79816,50.21091,108.12029,123.39736,170.85733,164.08514
117.82333,112.27151,32.22708,134.69739,127.71283,168.28581,167.30048
176.17572,166.36032,50.297283,146.11087,131.38486,154.15172,142.3084
164.10104,168.612,42.29363,93.76006,98.309,139.99963,148.23784
175.33626,156.79028,59.20646,128.27963,124.21656,150.13863,136.93619
161.63103,157.30275,33.79885,133.85045,115.75592,79.06536,118.74908
137.69853,139.45079,64.92495,147.30869,118.18953,153.51857,157.25923
112.34213,131.78801,25.412367,143.6544,150.12576,74.34174,63.6155
162.6764,163.43375,63.69324,57.716187,98.255585,149.0697,144.04019
88.922714,101.96692,46.67293,162.5136,167.02373,153.65367,166.48886
155.09514,166.74792,43.85083,135.02284,146.41138,105.78462,113.28891
153.91339,154.45921,21.170214,125.557816,132.30487,111.46213,92.75595
142.40611,136.5491,14.401367,117.51867,130.28003,101.51697,74.01059
159.06766,154.07657,51.022682,72.84421,81.53185,146.73956,140.98427
145.55106,162.20193,89.15878,139.92058,113.775696,157.04031,158.57253
154.25572,121.74853,51.080265,165.63504,166.05217,117.14128,124.36831
168.5206,176.86542,37.262203,136.5873,136.78711,153.5164,169.59468
134.59879,127.094025,31.374048,143.49287,142.90872,127.29935,121.2446
164.8614,161.91992,53.092445,138.94777,141.07318,141.62094,154.38457
156.22462,150.2768,43.18774,142.17955,152.46954,160.81512,148.13124
177.02016,168.10736,48.922882,107.37927,109.4706,151.80963,169.35963
159.29181,167.40596,31.731329,105.31783,111.27377,114.30247,107.96788
153.82373,156.80927,46.904697,122.2136,113.26349,132.69254,126.99105
153.17474,151.12761,44.963116,115.35819,131.79317,140.85641,139.95265
154.36015,149.4932,45.979504,80.56623,83.909424,135.98131,134.52448
147.20093,151.63686,48.180004,75.54652,109.46189,148.94734,142.68506
74.94901,80.24506,42.796665,131.09967,131.2066,101.04442,121.26542
136.12949,150.15358,52.5185,119.60303,111.71318,140.34016,166.47305
142.27252,129.58328,72.97092,162.38084,148.95413,145.59251,153.69774
152.53305,155.10263,30.375765,41.679955,38.05438,152.40018,150.10652
128.26198,127.02789,19.177925,157.35757,140.75256,129.27267,107.85083
170.54802,176.02051,19.026888,134.2741,132.26297,159.73076,158.0729
166.09138,175.5131,53.873276,124.44443,126.33601,135.60483,163.76744
150.158,158.3855,44.577587,100.29894,117.670784,163.80577,165.1782
143.46738,132.27646,93.95349,153.44241,157.38885,127.005745,147.18294
169.932,143.31471,97.12571,126.151276,168.28557,149.52489,145.3019
167.24191,152.45341,45.54368,135.11021,131.5642,155.23346,154.99722
126.84424,134.43864,36.906742,127.551414,128.09012,146.06114,156.23615
160.72102,150.4494,54.436466,117.80131,115.42949,129.28697,143.77562
55.107243,49.009922,46.74564,97.74717,100.424286,122.668976,114.62191
135.59131,136.44884,37.41538,136.32167,129.93095,139.89058,137.09366
127.70756,102.698204,58.797977,97.66126,145.76309,151.42047,159.71832
